id,season,week,season_type,start_date,home_team,home_conference,home_score,away_team,away_conference,away_score,lines
401442037,2022,1,postseason,2022-12-26T19:30:00.000Z,Bowling Green,Mid-American,19,New Mexico State,FBS Independents,24,"[{'provider': 'William Hill (New Jersey)', 'spread': -3.0, 'formatted_spread': 'Bowling Green -3', 'spread_open': None, 'over_under': 50.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -3.5, 'formatted_spread': 'Bowling Green -3.5', 'spread_open': None, 'over_under': 50.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -3.5, 'formatted_spread': 'Bowling Green -3.5', 'spread_open': None, 'over_under': 50.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -3.0, 'formatted_spread': 'Bowling Green -3.0', 'spread_open': 1.0, 'over_under': 51.0, 'over_under_open': 49.5, 'home_moneyline': -130.0, 'away_moneyline': 110.0}]"
401442009,2022,1,postseason,2022-12-25T01:00:00.000Z,San Diego State,Mountain West,23,Middle Tennessee,Conference USA,25,"[{'provider': 'William Hill (New Jersey)', 'spread': -7.0, 'formatted_spread': 'San Diego State -7', 'spread_open': None, 'over_under': 47.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -7.0, 'formatted_spread': 'San Diego State -7', 'spread_open': None, 'over_under': 47.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -7.0, 'formatted_spread': 'San Diego State -7', 'spread_open': None, 'over_under': 47.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -7.0, 'formatted_spread': 'San Diego State -7.0', 'spread_open': -3.5, 'over_under': 47.0, 'over_under_open': 47.0, 'home_moneyline': -250.0, 'away_moneyline': 210.0}]"
401442007,2022,1,postseason,2022-12-23T23:30:00.000Z,Missouri,SEC,17,Wake Forest,ACC,27,"[{'provider': 'William Hill (New Jersey)', 'spread': 3.0, 'formatted_spread': 'Wake Forest -3', 'spread_open': None, 'over_under': 59.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 2.5, 'formatted_spread': 'Wake Forest -2.5', 'spread_open': None, 'over_under': 58.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 2.5, 'formatted_spread': 'Wake Forest -2.5', 'spread_open': None, 'over_under': 58.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 3.0, 'formatted_spread': 'Wake Forest -3.0', 'spread_open': 3.5, 'over_under': 59.0, 'over_under_open': 62.0, 'home_moneyline': 120.0, 'away_moneyline': -140.0}]"
401442039,2022,1,postseason,2022-12-22T02:00:00.000Z,South Alabama,Sun Belt,23,Western Kentucky,Conference USA,44,"[{'provider': 'William Hill (New Jersey)', 'spread': -4.0, 'formatted_spread': 'South Alabama -4', 'spread_open': None, 'over_under': 58.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -3.5, 'formatted_spread': 'South Alabama -3.5', 'spread_open': None, 'over_under': 57.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -3.5, 'formatted_spread': 'South Alabama -3.5', 'spread_open': None, 'over_under': 58.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -4.0, 'formatted_spread': 'South Alabama -4', 'spread_open': -5.0, 'over_under': 58.0, 'over_under_open': 60.5, 'home_moneyline': 175.0, 'away_moneyline': -210.0}]"
401442006,2022,1,postseason,2022-12-21T00:30:00.000Z,Toledo,Mid-American,21,Liberty,FBS Independents,19,"[{'provider': 'William Hill (New Jersey)', 'spread': -3.5, 'formatted_spread': 'Toledo -3.5', 'spread_open': None, 'over_under': 51.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -3.5, 'formatted_spread': 'Toledo -3.5', 'spread_open': None, 'over_under': 51.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -3.5, 'formatted_spread': 'Toledo -3.5', 'spread_open': None, 'over_under': 51.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -4.0, 'formatted_spread': 'Toledo -4', 'spread_open': -1.5, 'over_under': 51.5, 'over_under_open': 54.0, 'home_moneyline': 160.0, 'away_moneyline': -185.0}]"
401442004,2022,1,postseason,2022-12-20T20:30:00.000Z,San José State,Mountain West,27,Eastern Michigan,Mid-American,41,"[{'provider': 'William Hill (New Jersey)', 'spread': -3.5, 'formatted_spread': 'San José State -3.5', 'spread_open': None, 'over_under': 54.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -3.5, 'formatted_spread': 'San José State -3.5', 'spread_open': None, 'over_under': 54.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -3.5, 'formatted_spread': 'San José State -3.5', 'spread_open': None, 'over_under': 54.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -3.5, 'formatted_spread': 'San José State -3.5', 'spread_open': -4.5, 'over_under': 54.0, 'over_under_open': 53.5, 'home_moneyline': -175.0, 'away_moneyline': 150.0}]"
401442003,2022,1,postseason,2022-12-19T19:30:00.000Z,Connecticut,FBS Independents,14,Marshall,Sun Belt,28,"[{'provider': 'William Hill (New Jersey)', 'spread': 12.0, 'formatted_spread': 'Marshall -12', 'spread_open': None, 'over_under': 42.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 12.5, 'formatted_spread': 'Marshall -12.5', 'spread_open': None, 'over_under': 42.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 12.5, 'formatted_spread': 'Marshall -12.5', 'spread_open': None, 'over_under': 42.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 11.5, 'formatted_spread': 'Marshall -11.5', 'spread_open': 10.5, 'over_under': 42.0, 'over_under_open': 40.0, 'home_moneyline': -360.0, 'away_moneyline': 280.0}]"
401442001,2022,1,postseason,2022-12-18T02:15:00.000Z,Boise State,Mountain West,35,North Texas,Conference USA,32,"[{'provider': 'William Hill (New Jersey)', 'spread': -12.0, 'formatted_spread': 'Boise State -12', 'spread_open': None, 'over_under': 64.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -11.5, 'formatted_spread': 'Boise State -11.5', 'spread_open': None, 'over_under': 63.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -11.5, 'formatted_spread': 'Boise State -11.5', 'spread_open': None, 'over_under': 63.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -12.0, 'formatted_spread': 'Boise State -12', 'spread_open': -8.5, 'over_under': 63.0, 'over_under_open': 55.5, 'home_moneyline': 300.0, 'away_moneyline': -400.0}]"
401441997,2022,1,postseason,2022-12-18T00:30:00.000Z,BYU,FBS Independents,24,SMU,American Athletic,23,"[{'provider': 'William Hill (New Jersey)', 'spread': 4.5, 'formatted_spread': 'SMU -4.5', 'spread_open': None, 'over_under': 65.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 4.5, 'formatted_spread': 'SMU -4.5', 'spread_open': None, 'over_under': 65.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 4.5, 'formatted_spread': 'SMU -4.5', 'spread_open': None, 'over_under': 65.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 4.5, 'formatted_spread': 'SMU -4.5', 'spread_open': -1.5, 'over_under': 65.0, 'over_under_open': 74.0, 'home_moneyline': -200.0, 'away_moneyline': 170.0}]"
401442041,2022,1,postseason,2022-12-17T22:45:00.000Z,Southern Mississippi,Sun Belt,38,Rice,Conference USA,24,"[{'provider': 'William Hill (New Jersey)', 'spread': -6.5, 'formatted_spread': 'Southern Mississippi -6.5', 'spread_open': None, 'over_under': 45.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -6.5, 'formatted_spread': 'Southern Mississippi -6.5', 'spread_open': None, 'over_under': 45.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -6.5, 'formatted_spread': 'Southern Mississippi -6.5', 'spread_open': None, 'over_under': 45.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -7.0, 'formatted_spread': 'Southern Mississippi -7.0', 'spread_open': -6.0, 'over_under': 46.5, 'over_under_open': 48.0, 'home_moneyline': -270.0, 'away_moneyline': 220.0}]"
401442038,2022,1,postseason,2022-12-17T20:30:00.000Z,Fresno State,Mountain West,29,Washington State,Pac-12,6,"[{'provider': 'William Hill (New Jersey)', 'spread': -5.5, 'formatted_spread': 'Fresno State -5.5', 'spread_open': None, 'over_under': 54.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -5.5, 'formatted_spread': 'Fresno State -5.5', 'spread_open': None, 'over_under': 54.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -5.5, 'formatted_spread': 'Fresno State -5.5', 'spread_open': None, 'over_under': 53.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -5.5, 'formatted_spread': 'Fresno State -5.5', 'spread_open': -4.5, 'over_under': 54.0, 'over_under_open': 54.0, 'home_moneyline': -115.0, 'away_moneyline': -105.0}]"
401441999,2022,1,postseason,2022-12-17T19:30:00.000Z,Oregon State,Pac-12,30,Florida,SEC,3,"[{'provider': 'William Hill (New Jersey)', 'spread': -7.5, 'formatted_spread': 'Oregon State -7.5', 'spread_open': None, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -7.5, 'formatted_spread': 'Oregon State -7.5', 'spread_open': None, 'over_under': 51.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -7.5, 'formatted_spread': 'Oregon State -7.5', 'spread_open': None, 'over_under': 52.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -7.5, 'formatted_spread': 'Oregon State -7.5', 'spread_open': -5.5, 'over_under': 52.0, 'over_under_open': 55.5, 'home_moneyline': -400.0, 'away_moneyline': 300.0}]"
401441993,2022,1,postseason,2022-12-16T16:30:00.000Z,UAB,Conference USA,24,Miami (OH),Mid-American,20,"[{'provider': 'William Hill (New Jersey)', 'spread': -10.5, 'formatted_spread': 'UAB -10.5', 'spread_open': None, 'over_under': 46.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -11.0, 'formatted_spread': 'UAB -11', 'spread_open': None, 'over_under': 46.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -10.5, 'formatted_spread': 'UAB -10.5', 'spread_open': None, 'over_under': 45.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -11.0, 'formatted_spread': 'UAB -11.0', 'spread_open': -11.0, 'over_under': 44.5, 'over_under_open': 44.0, 'home_moneyline': None, 'away_moneyline': 300.0}]"
401445817,2022,1,postseason,2023-01-08T19:00:00.000Z,South Dakota State,MVFC,45,North Dakota State,MVFC,21,"[{'provider': 'William Hill (New Jersey)', 'spread': -5.5, 'formatted_spread': 'South Dakota State -5.5', 'spread_open': None, 'over_under': 47.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -5.0, 'formatted_spread': 'South Dakota State -5.0', 'spread_open': -4.0, 'over_under': 47.0, 'over_under_open': 47.5, 'home_moneyline': None, 'away_moneyline': 145.0}]"
401508870,2022,1,postseason,2022-12-17T18:00:00.000Z,Ferris State,GLIAC,34,Colorado Mines,Rocky Mountain,14,[]
401508871,2022,1,postseason,2022-12-17T00:00:00.000Z,North Central,CCIW,28,Mount Union,Ohio,21,[]
401441996,2022,1,postseason,2022-12-17T17:00:00.000Z,North Carolina Central,MEAC,41,Jackson State,SWAC,34,"[{'provider': 'William Hill (New Jersey)', 'spread': 14.0, 'formatted_spread': 'Jackson State -14', 'spread_open': None, 'over_under': 55.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 14.0, 'formatted_spread': 'Jackson State -14', 'spread_open': None, 'over_under': 55.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 16.0, 'formatted_spread': 'Jackson State -16.0', 'spread_open': 16.5, 'over_under': 56.0, 'over_under_open': None, 'home_moneyline': 525.0, 'away_moneyline': -800.0}]"
401508851,2022,1,postseason,2022-12-17T21:00:00.000Z,South Dakota State,MVFC,39,Montana State,Big Sky,18,"[{'provider': 'William Hill (New Jersey)', 'spread': -4.0, 'formatted_spread': 'South Dakota State -4', 'spread_open': None, 'over_under': 57.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -4.0, 'formatted_spread': 'South Dakota State -4.0', 'spread_open': -5.0, 'over_under': 56.5, 'over_under_open': 57.5, 'home_moneyline': None, 'away_moneyline': None}]"
401508850,2022,1,postseason,2022-12-17T00:00:00.000Z,North Dakota State,MVFC,35,Incarnate Word,Southland,32,"[{'provider': 'William Hill (New Jersey)', 'spread': -7.5, 'formatted_spread': 'North Dakota State -7.5', 'spread_open': None, 'over_under': 70.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}]"
401442017,2022,1,postseason,2022-12-31T17:00:00.000Z,Kentucky,SEC,0,Iowa,Big Ten,21,"[{'provider': 'William Hill (New Jersey)', 'spread': 3.0, 'formatted_spread': 'Iowa -3', 'spread_open': None, 'over_under': 31.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 3.0, 'formatted_spread': 'Iowa -3', 'spread_open': None, 'over_under': 31.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 3.0, 'formatted_spread': 'Iowa -3', 'spread_open': None, 'over_under': 31.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 3.0, 'formatted_spread': 'Iowa -3.0', 'spread_open': -3.0, 'over_under': 31.5, 'over_under_open': 31.5, 'home_moneyline': 110.0, 'away_moneyline': -130.0}]"
401442002,2022,1,postseason,2022-12-27T23:45:00.000Z,East Carolina,American Athletic,53,Coastal Carolina,Sun Belt,29,"[{'provider': 'William Hill (New Jersey)', 'spread': -7.0, 'formatted_spread': 'East Carolina -7', 'spread_open': None, 'over_under': 67.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -7.5, 'formatted_spread': 'East Carolina -7.5', 'spread_open': None, 'over_under': 67.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -7.0, 'formatted_spread': 'East Carolina -7', 'spread_open': None, 'over_under': 67.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -7.0, 'formatted_spread': 'East Carolina -7', 'spread_open': -7.0, 'over_under': 67.5, 'over_under_open': 63.0, 'home_moneyline': 275.0, 'away_moneyline': -350.0}]"
401442000,2022,1,postseason,2022-12-27T20:15:00.000Z,Utah State,Mountain West,10,Memphis,American Athletic,38,"[{'provider': 'William Hill (New Jersey)', 'spread': 8.0, 'formatted_spread': 'Memphis -8', 'spread_open': None, 'over_under': 57.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 8.0, 'formatted_spread': 'Memphis -8', 'spread_open': None, 'over_under': 57.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 8.0, 'formatted_spread': 'Memphis -8', 'spread_open': None, 'over_under': 57.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 8.0, 'formatted_spread': 'Memphis -8', 'spread_open': 9.5, 'over_under': 57.0, 'over_under_open': 61.5, 'home_moneyline': -280.0, 'away_moneyline': 230.0}]"
401442042,2022,1,postseason,2022-12-23T20:00:00.000Z,Houston,American Athletic,23,Louisiana,Sun Belt,16,"[{'provider': 'William Hill (New Jersey)', 'spread': -5.0, 'formatted_spread': 'Houston -5', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -5.0, 'formatted_spread': 'Houston -5', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -5.5, 'formatted_spread': 'Houston -5.5', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -5.5, 'formatted_spread': 'Houston -5.5', 'spread_open': -6.5, 'over_under': 56.5, 'over_under_open': 60.5, 'home_moneyline': -250.0, 'away_moneyline': 210.0}]"
401442040,2022,1,postseason,2022-12-23T00:30:00.000Z,Air Force,Mountain West,30,Baylor,Big 12,15,"[{'provider': 'William Hill (New Jersey)', 'spread': 3.0, 'formatted_spread': 'Baylor -3', 'spread_open': None, 'over_under': 42.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 3.5, 'formatted_spread': 'Baylor -3.5', 'spread_open': None, 'over_under': 42.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 3.5, 'formatted_spread': 'Baylor -3.5', 'spread_open': None, 'over_under': 43.0, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': 3.5, 'formatted_spread': 'Baylor -3.5', 'spread_open': 6.5, 'over_under': 42.0, 'over_under_open': 47.0, 'home_moneyline': -250.0, 'away_moneyline': 210.0}]"
401441995,2022,1,postseason,2022-12-17T16:00:00.000Z,Louisville,ACC,24,Cincinnati,American Athletic,7,"[{'provider': 'William Hill (New Jersey)', 'spread': -2.5, 'formatted_spread': 'Louisville -2.5', 'spread_open': None, 'over_under': 38.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': -2.5, 'formatted_spread': 'Louisville -2.5', 'spread_open': None, 'over_under': 38.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': -2.5, 'formatted_spread': 'Louisville -2.5', 'spread_open': None, 'over_under': 38.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -2.5, 'formatted_spread': 'Louisville -2.5', 'spread_open': -1.5, 'over_under': 38.5, 'over_under_open': 43.5, 'home_moneyline': 100.0, 'away_moneyline': -120.0}]"
401441994,2022,1,postseason,2022-12-16T20:00:00.000Z,Troy,Sun Belt,18,UT San Antonio,Conference USA,12,"[{'provider': 'William Hill (New Jersey)', 'spread': 3.0, 'formatted_spread': 'UT San Antonio -3', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'consensus', 'spread': 3.0, 'formatted_spread': 'UT San Antonio -3', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'teamrankings', 'spread': 3.0, 'formatted_spread': 'UT San Antonio -3', 'spread_open': None, 'over_under': 56.5, 'over_under_open': None, 'home_moneyline': None, 'away_moneyline': None}, {'provider': 'Bovada', 'spread': -2.0, 'formatted_spread': 'Troy -2', 'spread_open': 1.5, 'over_under': 55.5, 'over_under_open': 55.0, 'home_moneyline': 100.0, 'away_moneyline': -120.0}]"
